rating,review,,,,,,,,,
5,"Lovely food, Awesome service by Sachin bhai.",,,,,,,,,
5,"The ambience was memorable, enjoyed the Chef’s special and mocktails",,,,,,,,,
5,Excellent experience. Nice atmosphere. Very good food and equally good service by the staff. Each and every staff is cordial and polite. Very much recommended for special occasions. Thank you Level 5.,,,,,,,,,
5,"The ambiance was amazing the service was fabulous and food was extremely delicious. Super satisfied, beyond expectations.
The expo was super amazing and would love to be back again
Thank you so much for all arrangements.",,,,,,,,,
2,Average food taste. No pleasent atmosphere. Feel hit. Not change the music even after multiple time request.,,,,,,,,,
5,"Perfect travel pack, I used this products in my every business trip.
All the items are delicious, main thing is shelf life is 9 months without any preservatives. Highly recommend 👌👌",,,,,,,,,
5,Very nice  sarvice and food good 😊  Sachin sir 🥰,,,,,,,,,
5,"my favorite restaurant❤
Editing the review as google didn’t gave me new review option. The food was tasty and the best as always, Service was amazing by Rajesh.",,,,,,,,,
4,"Nice veg restaurant.. little bit expensive
Volcano rice for couple is very good option",,,,,,,,,
5,Services and food was great! Great ambiance too.,,,,,,,,,
4,Good not so best also costly. I have visited 2 times,,,,,,,,,
5,Enjoyed a lot!! Great food and service.,,,,,,,,,
5,"Service is top notch- special thanks to Sachin , celebrated birthday here, Ambience is great and food is too. Paneer chilly dry and very crispy was top notch.",,,,,,,,,
5,"“Brilliant”.    “LEVEL 5” too good restaurant guys,
Excellent food, excellent drink, fantastic staff/customer service and an excellent manager running the show. Definitely worth many more visits in the future. Thoroughly enjoyed my visit here.",,,,,,,,,
5,Ready to eat packets r so delicious & I personally recommend  all to buy level 5's packets especially for travelling purpose,,,,,,,,,
4,"Good food, Multi cuisine restaurant... Good ambience... Waiting on weekends.",,,,,,,,,
5,Good service and good quality of foods,,,,,,,,,
5,Food and Ambience is too awesome. Loved it.,,,,,,,,,
5,Best service here & good food quality arrangement very well (@sachin),,,,,,,,,
5,Food was excellent . Service was too good. Overall good place to visit.,,,,,,,,,
5,"Absolutely amazing place

Must visit if you are in Surat :)",,,,,,,,,
1,"Very bad experience with level 5 restaurants.
Staff was very bad and lasy.
No facilities of minerawater,
Food quality is also low and quantity,
Price is very high,
Food preparation time very long,
Ambience is very bad l,
In 40 degree Celsius no Air conditioner,
Overall I don’t suggest anyone to go there and waste yours hard earned money,
I wasted my 1706₹,
Its a genuine review please take it seriously!!",,,,,,,,,
5,We are here for candle light dinner. Everything was too good as per our expectation. Love to come here again. Love this place❤️,,,,,,,,,
5,"food was amazing
Service was brilliant..!!!
Specially from sachin..!!!",,,,,,,,,
1,"Very suffocated area don’t visit ..
Waste of money
I thank review is shown looks like fake",,,,,,,,,
4,"It was good, satisfied with overall all things",,,,,,,,,
5,Perfect place for a romantic date you can find in Surat,,,,,,,,,
5,The quality and service was very good. If you try this restaurant then don't forget to order mocktail,,,,,,,,,
2,"You may find better option on Street than this restaurant. You must be gone through the ratings but it's all overrated.
Food is tasteless. You got taste same in every dish. You order sizzler or lasgna or any other dish from menu, you taste same which is tasteless.

Staff didn't even know about the menu dishes.
Also the staff behaviour was found bad. Didn't even listening to the customers. Just because rooftop restaurant you can't charged over and above the food quality. Somewhere needs to improve from all the aspects.
In just 2 people you'll find the bill amount above 1200 which is overpriced.

It's combination of Overpriced food , tasteless food and low light ambience.

Overall I'll not recommend this place to any customer anymore. I also recommend everyone to visit go through the reviews first not fall for the ratings only.",,,,,,,,,
4,One of the excellent food place in Surat! Level 5!!! Nice interior taste good! Clean kitchen! Veg restaurant!,,,,,,,,,
5,Best experience for candle light dinner… ❤️❤️🫶🏻🫶🏻🫶🏻,,,,,,,,,
2,Ambience was nice. Food was ok and the prices were very high. Sizzling Brownie costs 300rs. A sizzler is 595rs. I found rates on the higher side.,,,,,,,,,
4,"Nice place ,nice experience,good taste, a bit ahead with technological use as menus are scanned here through QR..

Good taste. They provide /have nice arrangements or say private cubicals for private celebration like anniversary,birthday,valentines or various occasions.

A bit expensive than other regular restaurants though.",,,,,,,,,
5,"One of the best cafés in Surat...
We enjoyed a lot... the staff and food plus atmosphere were outstanding... special thanks to Sanjay bhaiya for your services...",,,,,,,,,
5,"Food quality: The taste, presentation, and overall quality of the food are crucial factors in evaluating a restaurant. Consider the flavors, freshness, and creativity of the dishes served.

Service: The level of attentiveness, friendliness, and efficiency of the staff can greatly impact the dining experience. Prompt service, knowledgeable waitstaff, and a welcoming atmosphere are all desirable qualities.

Ambiance: The atmosphere and ambiance of a restaurant can significantly affect the overall dining experience. Factors like lighting, music, interior design, and overall comfort contribute to the atmosphere.

Cleanliness and hygiene: The cleanliness of the restaurant, including the dining area, restrooms, and food preparation areas, is important for maintaining high standards of hygiene.

Value for money: Assess whether the prices are reasonable in relation to the quality of the food and overall experience. Consider portion sizes, the use of quality ingredients, and any additional services provided.

Consistency: Consistency in food quality, service, and overall experience is vital. A restaurant that consistently delivers a high level of excellence is often more reliable and worthy of recommendation.",,,,,,,,,
1,"Very bad service. We had to wait for 20 25 minutes for next dish everytime. Also, the quality of the food was not up to the mark. Got cold food. Very bad experience.  👎",,,,,,,,,
5,It was the most loviest place.... I must try my best to vist whenever possible ... service was very appreciated 👍🏻,,,,,,,,,
5,"Amazing place for dinner with family and friends, staff and services satisfying and good ambiance of terrace restaurant!!!",,,,,,,,,
5,Best Experience with levvel5 restaurant... Having nice food quality and serene Embiance with very happy and helpful staff namely... Sanjay sir and other... 🥰,,,,,,,,,
5,Ambience is good little expensive drinks are awesome and food is also good,,,,,,,,,
5,"Awesome food.. quality superb...
Service of staff very good 😊",,,,,,,,,
1,Before booking sales person has so much attitude...worst...don't go and book ...there are many options,,,,,,,,,
5,Very good food quality and also best service provided,,,,,,,,,
3,"Food is good and nice. Ambience and nice place for couples and date night!! Service is good, good place to talk and relaxing dinner , birthday party!! Had good clicks there!! Nice restaurant in adajan, surat.",,,,,,,,,
5,Very good food and ambience.,,,,,,,,,
5,"Fantastic service and food
Good atmosphere",,,,,,,,,
5,Overall good food and service.. staff behaviour very friendly... And we enjoyed food and ambiance also very budget friendly ❤️❤️❤️,,,,,,,,,
3,"Food quantity is less, rate of dishes are very high, food test is good. service is fast. Not gives hot bowl after meal. Per person costing is about 600/-. Which is very high than other restaurants in pal and Adajan.",,,,,,,,,
5,"Really good experience at Level 5, food and service were exceptional. Sachin was amazing and really helpful clicking pics and providing top notch service. We booked it couple Gazebo  and really enjoyed it. Thank you",,,,,,,,,
1,Food was good but waiters are not good they are coming in every 2 minutes that do u want to order something we are in hotel to enjoy our time and food dont rush to let us buy our food,,,,,,,,,
4,Food is nice but severs are not active.,,,,,,,,,
1,This restaurant ratings is fake..... They have hired people saying others to give a fake rating & earn money....,,,,,,,,,
5,Very good service with pleasant environment and ambience.,,,,,,,,,
5,very best and good quality food,,,,,,,,,
5,Excellent food service and arrangementfor bamboo seating for couple is very splendid. Our go to person Sachin is very kind and served food gently. He took our photo nicely,,,,,,,,,
2,Bad experience with service. The waiter was too wobbly and spilled the food on table. Not attentive and wanted to do all stuff at once. Were denied tables at 2 pm in afternoon becaise we were two people. The food was average. Cleanliness was great concern. The make and ambience is too good but the maintenance was way below average. The owner noticed and offered freebies. But we politely declined. Hope to see this place at its amazing best.,,,,,,,,,
3,"I have visited this restaurant twice and the food was okay to good both times. I think the service and the food can both be improved and It's not bad, but there is a chance of improvement here. Other than that, the atmosphere is great as it's open rooftop restaurant. Definitely deserves a visit!",,,,,,,,,
5,We ordered mocktails it was very good. Sachin helped us to finalize the main course punjabi volcano it was ultimate in taste I would rate 5/5 for this place along with service ambience light musics,,,,,,,,,
4,We enjoyed our date night at Levvel 5. We were served nicely by Sachin. We enjoyed the cozy environment here and would definitely recommend this place to others who are looking for a nice lovely date in Surat city. The place is little expensive though. Our date night with balloons set up costed around 5500 including food.,,,,,,,,,
5,"Ambiance is very very good, Food is also very good and service and staff is too good",,,,,,,,,
5,The food is really tasty and the behaviour of all staff (sanjay sir) is incredible 😌,,,,,,,,,
3,reels  showing Live music giter music but there is not available.  Prices very high food. Pls keep down 20 perchance. Atmopshere not feel wow feelings.. it's so so.,,,,,,,,,
5,"Best food, service was also good and staff’s behaviour was also nice.. great experience",,,,,,,,,
1,"The food was pathetic, with lots of salt, and with additional the quantity is very low , i mean the pasta is finished in two spoon. Dont fool with the reviews the waiter beg you to put good reviews in front of them",,,,,,,,,
5,V GOOD FOODS AND IT IS A VERY GOOD RESTAURANT😍,,,,,,,,,
4,We had a special theme arrangement for a couple. Free champagne. 🍾 Unlimited orders for food except mocktails. We had a very good personal time. 2 time slots are available 6:30 to 8:30 and 8:30 to 10:30 and best part is they accept online booking on call and payment with upi. Card payment is also available on remaining amount.,,,,,,,,,
1,"I want to give -ve taste less food,old",,,,,,,,,
1,"Totally unhinged hotel! Atmosphere very worst! Glass and dishes are very dirty.
Totally not recommended.
Lightning is not good very low!

AND THIS IS NOT OPEN TERRACE RESTRO!",,,,,,,,,
5,"food is a delicious and services is s good
I like this restro",,,,,,,,,
5,"The food was great.
Friendly staff.
Great place for taking pictures.",,,,,,,,,
5,"Food variety and taste was good, though a bit pricey. What I missed most was the expected open terrace ambiance. Some covering was provided and our family group of 6 got a table, which did not have a good view. The ones with good river view & some open windows for fresh air were not having chairs to sit, instead there were low level cushioned mattress like sitting arrangement, which did not suit my old age parents. Staff was courteous and quick in service.",,,,,,,,,
5,"Great & Quick Service. Delicious food. Highly recommended. Mr Gaurav, Mr Sachin and his team did a great job. Thank you to all.",,,,,,,,,
1,"Visited the place for my son’s birthday celebration . They charged Rs 3000 for decoration which was totally waste of money , not worth of even Rs 500 . Food was ok type . Felt cheated for decoration charges",,,,,,,,,
4,very good food.,,,,,,,,,
5,Had a chance to meet Sachin on of the best server I have ever met. Booked a candle light dinner and got the amazing service by sachin. Food was excellent and service was marvellous.,,,,,,,,,
4,Very good ambience. Good price. Food is also good. Can't complain about anything in particular.,,,,,,,,,
5,Nice very polite and fast staff service and also food quality was also good,,,,,,,,,
3,"Extremely rude staff/bouncer.
We were a group of 15 people (some were yet to arrive) and we're asked to wait at entrance.
They denied to even tell the wait time.
They straight forward told to first gather all 15 members and then I'll entertain any query of yours.
This was quite unreasonable request.
How can one expect their guest to arrive on venue and then get to know wait time is 2-3 hours

Pathetic and frustrating experience.
Hate this place. Would never recommend.

Edit:
After waiting 1.5 hrs we got in.
Ambience and food is excellent. I absolutely loved it.
Place is upscale maintained.
Overall if staff's behaviour is rectified, this would be an excellent place Just that scuffle during was a mood killer.",,,,,,,,,
5,What a place to hang out with family. We reached their by 8pm and its fully crowded place. Luckily we got our table early. Ambiance was cold and very live. After warm welcoming we ordered their food. Waiter was very helpful and well behaved. Delicious food quality and presentation. My family members were very happy with food service and ambiance. Overall it was an amazing experience. Must visit place if you want real taste and natural ambiance.,,,,,,,,,
5,Very Nice experience Food quality was really great Ambiance was mind blowing Service also good Perfect place to enjoy,,,,,,,,,
5,"Beautiful place, best test. Love it",,,,,,,,,
5,"Food stuff and service were jus awesome..

Mr. Sachin took care of our dinner..
Taste was also best..",,,,,,,,,
1,"Waste of money. Rate of dishes are too high. No one is bother about food service. Sitting area is Too much conjucted. Plate size is also small.
Very bad experience. Food taste is also not up to the mark compared to price",,,,,,,,,
5,"Had great experience, surely a place to visit once again",,,,,,,,,
5,I have visited this restaurant few times...... their food is really tasty..... quantity is quite enough....staff is also humble.,,,,,,,,,
1,"Just Ambience is good, staff is polite else worst quality food, only mocktail n water nis good, never expected this in dreams, it shows 4.3 something rating n all but how?, sizzler quality bad, food is not fresh, even in garlic cheese is nt chewable, very disappointed, so suggest dnt always go through Google reviews",,,,,,,,,
5,Very well managed restaurant and best service by staff specially  Mr. Sachin and Sandeep.,,,,,,,,,
3,Best delicious food and good restaurant,,,,,,,,,
5,Have an amazing eve.awesome food.service was very good by sachin.,,,,,,,,,
5,"Have visited this place many times; with family, date night with my husband and with friends. Have tried my hands on all different cuisines and all dishes came out so delicious. Birthday celebrations and candle light dinners are best. All time favourite place to go for some extravagant dishes. Lovely open ambiance idea is super cool. Lovely place !!!",,,,,,,,,
5,Your staff is very polite and amazing food also vibe is fantastic 😊,,,,,,,,,
5,"Best place for spending quality time with your partner and having amazing candle light dinner with best service. The food is awesome, and have best staff who provide upto the mark service.",,,,,,,,,
1,"We went there for the second time. This time was not so good at Level5. We ordered Paneer Butter Masala - an all time favourite Punjabi sabji. This was made from ready packed food and was sweet in taste. We asked the manager to taste it and talk once with the chef. He said everything is fine and we can't do anything this is what we serve and never came back...

We don't suggest this place for your big event and parties due to Managers behaviour and taste of food.",,,,,,,,,
5,Good ambiance  Food and  decoration must visit place in Surat,,,,,,,,,
5,Very good services n food was also best nice service n staff members are great nice awesome loved it 🥰 all staff members behaviour was to much great nice I'm so happy with this my bday celebration place I enjoy my bday party ❤️❤️❤️❤️❤️❤️❤️,,,,,,,,,
5,"Very nice ambience and service, staff is courteous. Food is awesome. You need to try all the dishes. Lovely place for the family to Eat!!!!",,,,,,,,,
5,"First thanks to all level 5 staff and catering staffs. I said earlier because we had dinner with unimaginable decoration and arrangements of birthday dinner party at this place.
To be honest, we enjoyed a lot as per getting valuable reviews. your catering  and serving staff are fabulous and cooperative with customers. second thing and most important thing is that the food quality was delicious in each and every kind.
Specially thanks to Gaurav bhai because he did this surprise birthday party more than expected and specially he is one of the cooperative person in the level 5 restaurant and cafe so definitely we will organise again future surprise party at your destination.
Lastly, thanks to you and all your cooperative staff.",,,,,,,,,
5,"Everytime I visit this restaurant. I feel on Level 5, awesome and calm. Last time with friends and today with family. Both has been memorable. Be it the view or the atmosphere. From fast services to the finger licking food. Friendly staff and the memorable time with loved ones. This place is a must to visit if you are in Surat. Go once and you will wish to go there again and again is my promise.",,,,,,,,,
5,"Nice and Cozy Place, Asthetic Ambience, Great Food and wonderful service",,,,,,,,,
2,"Costly, but neither the food nor the service lives up to the price you pay.
We were rushed through our dinner. Some dishes were tasteless while others were completely wrong.
And Indian main course that we had ordered was moderately hot(while they said it would be very spicy) and it had no taste whatsoever.
The ravioli was disgusting. The regular water was having some taste.
Overall not satisfactory.",,,,,,,,,
5,I visted Level 5 restaurant..and i love it. the ambiance is good services and food is too good and there are very co oprative staff especially sachin . He is a very polite and helpful also he clicked very nice pictures so thankyou so much sachin and level-5 for made are day so memorable 😊❤️,,,,,,,,,
5,Delisious food and beverage,,,,,,,,,
5,Nice place for food...nice service...staff behaviour is also good and polite...it's very good experience here...,,,,,,,,,
5,This place is very good for maxican food ... people who want some unique taste of maxican food must try this at once... service are very good by all the member... all staff for serving us very well... good atmosphere area...nice siting palce....,,,,,,,,,
4,"Amazing ambiance to dine out with family and friends. The weather should support you otherwise you can't enjoy this place as it's without air conditioning 😭. Winter is best to enjoy this resurant.

Food is nice , and North Indian food is delicious 😋 .

Recomend for family dinner 🍽️. See weather 🌡️ and go...",,,,,,,,,
5,"I've been using level 5 ready to eat pacs and they are amazing. I live in the US and as a student i miss Indian taste a lot, but after having this, i can assure anyone buying this that they will have the exact same taste.",,,,,,,,,
1,"Totally unhinged hotel! Atmosphere very worst! Glass and dishes are very dirty.
Totally not recommended. It's not an open terrace...",,,,,,,,,
5,Booked candle light dinner her the experience was really great. And the service as well. The waiter Sachin is a really nice person,,,,,,,,,
5,"This place is truly amazing. You can make memories with your partner.
Food quality is really good and staffs are very polite and highly professional.",,,,,,,,,
5,"Lively atmosphere with nice Indian music playing on a decent sound system. Nice staff and good service.very good vibes, Food was amazing and freshly prepared. We could tell it was just made for us. Just had wonderful evening ❤️❤️❤️",,,,,,,,,
5,Food and service are so good and staff are very friendly. Thank you Sachin sir for best suggestion for food order,,,,,,,,,
1,"The place is horrible. I ordered a crispy Manchurian and the thing was not so good we can't even take a single bite of this dish as it was really bad and tasteless. I am giving the place a 1 star because I couldn’t give it a 0 (zero) star. Don’t spend your money there. Street vendors foods are much tastier.
Note : Never ever visit this place if you don't want to spoil your mood or don't want to waste your money!!",,,,,,,,,
5,It’s nice slight spacious may be due to week days. Music was slight loud. Overall good experience.,,,,,,,,,
5,"Very nice service was great ambiance was great captain sachin was very polite and helpful he provided us with great service very much satisfied,
We were there to celebrate our anniversary and experience was extremely great",,,,,,,,,
1,"Ordered
1. cheesy nachos - dip was so tasteless
2. sizzler - too oily and no spices
3. Dum biryani - too spicy. Only red chilli powder and no other spices.

Very bad experience",,,,,,,,,
1,"Food quality degraded
Service degraded
Atmosphere ambience is the make that is also ruined old chairs pathetic tables
Not worth it",,,,,,,,,
4,Ambience is quite good. The taste of the food was really amazing. Staff was co-operative. The mocktails were really fascinating can feel the impact of each ingredient. The price seems high for some platter. Also the qty. can be increased wrt prices. Overall a ok experience. One must visit at least once.,,,,,,,,,
5,"Perfect staff service, nice n tasty food n amaizing place for best food enjoy",,,,,,,,,
5,Had a great time there. Good atmosphere and the staff’s behaviour is very good. Nice food and our on table manager Mr Rajesh’s behaviour is also very good. He suggested us some starters and main course and that was very tastey.,,,,,,,,,
1,Worst behaviour of staff. Last night visited restaurant at 10.30. thair staff welcomed us at ground floor. when we reached in hotel through lift they said restaurant is closed. Dont visit this restaurant. They cant give good service if u are seeking good service with ur loved one after 10 p.m.,,,,,,,,,
3,"We were 13 people (including 5 children). The best part was we were accomodated instantly and did not have to wait for a table. What I didn't like that we had sat for 5 minutes and the head waitor told us ""sir if u r not ordering now then we have another group waiting"". One of the worst instances of customer service I have ever experienced in a restaurant. Anyways the food too was not that great (maybe we ordered the wrong dishes also because 2 of the suggestions by the waiter turned out bad ). We ordered paneer chilly and manchurian dry... Both of which were very spicy (inspite of telling them less spicy)... Also both the dishes were prepared with the same manner and had the exactly same taste. Next we ordered paneer flamingo which was really good and diwani handi in palak green gravy which was bad.... The children ordered margarita pizza (expensive @540 per pizza) and French fries. They enjoyed it though. All in all an average experience. The total expense was 475 per person. (Reasonable as we were in a group)",,,,,,,,,
5,This place has been my favorite since last 5 years. Staff is courteous. We were served by Mr. Rajesh. He took care of everything very well. Overall great experience 👍,,,,,,,,,
5,"Best food, Best service! Level 5 in title and indeed felt on Level 5 😍

Everytime I visit this restaurant. I feel on Level 5, awesome and calm. Last time with friends and today with family. Both has been memorable. Be it the view or the atmosphere. From fast services to the finger licking food. Friendly staff and the memorable time with loved ones. This place is a must to visit if you are in Surat. Go once and you will wish to go there again and again is my word:) Enjoy!",,,,,,,,,
2,"The quality of food has deteriorated. After enclosing it with permanent shelters you dont feel like you are dining in a terrace restaurant. The waiters were just in hurry to get rid of us by pushing us to place next order every minute. The ingredients of our dish turned out to be completely different from what the manager had suggested it would include. I have dined at this restaurant multiple times but this time my experience was very bad and I will never go there again. Something about that place has changed, management, chef or something else. My previous experiences were great.",,,,,,,,,
5,"Great place with good food and ambiance.
We celebrated our friends birthday here. Place was so clean and staff was very nice.
Also has great location for photography.
Overall it's a great place to hangout with friends and family.",,,,,,,,,
5,Had an amazing dining experience with Level 5. Delicious food quality as well as quantity. Service members were so quick and helpful. We loved their Sizzler Mexican Garden. Always first choice to dine.,,,,,,,,,
5,It was worth coming. Too good ambience. Service was fantastic. Food is also good. Best experience ever.,,,,,,,,,
5,"All over it was nice and proportion of food is making you feel awesome and service is good ,if you want to try best food try it out.",,,,,,,,,
5,"Special thanks to sachin sir , sandeep sir and Vivek sir...🎉 For such good servings and to make best ambience for the celebration 🎊",,,,,,,,,
5,"Good food and excellent taste and asthetics are good, service is also good",,,,,,,,,
5,"Food was amazing and good service provided.....
Staff behavior so good...",,,,,,,,,
5,Food taste was great. Sachin the store person working there was humble and the best service provided by Him.,,,,,,,,,
5,"This ready to eat products were recommended by my friend. It's really awesome. I never find ready to eat this much tasty before. Perfect for travel.
Keep it up guys. You just took RTE food to the next level.",,,,,,,,,
5,"Had an amazing experience. The staff was so coordinating.
Our waiter Sachin served the food so politely
Do visit for your dinout experiences.",,,,,,,,,
5,"The food was good and the ambience was good too..the service was great and we were asked to order everything from starters, main course and desert in one go due to the curfew and we were not able to decide as we wished to order as and when we please. But the service and the hosting was done nicely. Happy with the place.",,,,,,,,,
5,"Good atmosphere, amazing decorations and service is also nice.

Talking about food premuim quality food.
Staff like sachin also co operative and helpful.",,,,,,,,,
5,"Overall all the service, ambiance and food is amazing. The atmosphere is top notch for every occasions.",,,,,,,,,
5,"We had a nice candle light dinner at LEVEL 5. They made our date so special.
Excellent food & service. Main thing is that ambience is just out of box.
Must visit place.",,,,,,,,,
1,Food avg.. Rate is toooo tooo much costly.. Compare to taste of other restaurants very bekar... They take only money. Sorry i am not recommend this to another... Very much noisy atmosphere.,,,,,,,,,
1,"I and my friend went for dinner. The quality was not good at all, the food was too spicy and taste was also not good. Do not go at this restaurant.",,,,,,,,,
3,"It's a high area with peaceful nature,nice villa",,,,,,,,,
1,The quality of food is below average. The staff doesnt have the knowledge about dishes mentioned. No co-ordination of work. I doubt whether the reviews mentioned on google and zomato are even genuine.,,,,,,,,,
5,"Food quality along with the decoration, menu ordering system were all impressive. The staff was so cooperative. Serving was quick too. It was all worth for the money we invested. Thank you.",,,,,,,,,
5,"Nice experience and delicious 😋 food
Service also very nice
Staff also supportive and humble
Best place to visit",,,,,,,,,
5,"Such a great time to spend my special birthday with lovely decoration and atmosphere. Such a nice service from the restaurant and especially with Amit Ji.
Thank you so much. Maintain it.",,,,,,,,,
5,"It was amazing setup for our couple date. Awesome service, staff and food. Love the privacy that they provide. I would definitely recommend to those lovers who wants to find some me time.",,,,,,,,,
1,"Frankly speaking overall its just a average experience
The quality of food is good but the cost of food is very high than any other restaurants of its type.
If you are in a group of more than 6 people not a good idea to visit.
In short not value for money you spend.",,,,,,,,,
1,"Totally unhinged hotel! Atmosphere very worst! Glass and dishes are very dirty
Totally not recommended.",,,,,,,,,
5,"I love this place. I still tenner the time they opened, we went on the second day and then we never stopped. From Indian to Chinese they offer best food. Great place in winters and for romantic dinners. Terrace seating fives this place a magical touch.",,,,,,,,,
5,"Good service, excellent food",,,,,,,,,
1,Food is not good very bad experience quality not good,,,,,,,,,
1,"Date: 16 September, 2018

Ventilation was poor. Even though it is a rooftop restaurant, the windows were kept close in the middle of September. The manager was rude and did not pay any attention to us while we were waiting for nearly one and half hour. We were not even served water. They ran out of supplies, so we had to compromise and the service was extremely slow even though there were only a few tables occupied. The one star is the least I could give. If possible I would give it 0/5 stars. I  will never forget that day.",,,,,,,,,
5,Very good and great service by Mr. Manjeet,,,,,,,,,
5,"The food was Good. I especially like your Service. Mr. Gaurav Mishra (Manager) made our Dinner special.  I will suggest Surti es to have there Meal in level 5.

Thank you for your warm Service and Food!!!!",,,,,,,,,
5,"Over all great plan with rose petals n baloons , good food, Sachin n team provided. Good service n make the day memorable",,,,,,,,,
5,Food and service was excellent,,,,,,,,,
5,Had an amazing dining experience with Level 5. They have live kitchen so you can see what they preparing and how. Delicious food quality with very hygienic preparation. Staff was also nice.,,,,,,,,,
5,It's a very great place for dine-in It has a good seating arrangement and a very beautiful and attractive decoration the food was great and the staff is also friendly they served the best and also the atmosphere there is lovely. Thanks for the great service keep it up.,,,,,,,,,
1,Bad taste and very bad hygiene and waiters using abusive language,,,,,,,,,
2,"The food ws ok ok. But i didnt like the most was lack of privacy. Even though we were sitting in a cubical type bamboo hut but the order guy kept on disturbing and was standing at the entrance of hut. I had to specifically ask him to leave and i vill call if i needed something.
The order guys seemed to be in some kind of hurry even before we finished our meal he came asking if we need anything else n whn i said no then he brought the bill even before we complete our meal. I ws willing to pay 450 just fr pasta bcoz i needed a good ambience and a place to chit chat but u guys spoiled the evening.... But not everything ws bad. We got good clicks at the last.",,,,,,,,,
5,"Nice food nd served very nicely
Sachin sir nice person nd looked after us personally thank you",,,,,,,,,
5,"The food was really good. We also had mocktails and all of them were nice
Overall the place was perfect to have food and drinks. Everything was really great in taste.",,,,,,,,,
5,Nice ambience and food was very tasty 😋 and staff behaviour so carefully...,,,,,,,,,
5,Love the vibe. Good food. Staff behaviour good. Overall excellent service.,,,,,,,,,
3,Quantity of food is too less..n food is ok,,,,,,,,,
5,Enjoyed the food and ambience. Overall staff was also supportive and coordinating. Recommended for special occasions & celebrations.,,,,,,,,,
1,"Ventilation was poor. Even though it is a rooftop restaurant, the windows were kept close in the middle of September. The manager was rude and did not pay any attention to us while we were waiting for nearly one and half hour. We were not even served water. They had run out of supplies, so we had to compromise and the service was extremely slow even though there were only a few tables occupied. The one star is the least I could give according to Zomato. If possible I would give it 0/5 stars.",,,,,,,,,
4,"very good, it was my second visit. Food is good, service is also good. I think they lack in infrastructure, a simple flaw almost ruined my experience. That simple flaw was wall mounted fan which was giving me nice air directly at me, but was also blowing away small food particles!",,,,,,,,,
4,"Good place to celebrate person ocassion with decorative special tables. Quite expensive but ignorable.
As name shows Level 5, it really on 5th floor of Royal Trade centre, front of starbazar n Cinemax. Good Parking facility available.",,,,,,,,,
5,The service was amazing. Aman was serving us from the start and he made sure that everything is perfect. Thankyou for the such an amazing hospitality,,,,,,,,,
5,"Amazing experience over level 5 resturant surat, Especially Mr. Rajesh was very cooperative and helpful in terms of service and food.",,,,,,,,,
4,"Quality is very good but it's also very costly!!
But service and management were satisfying.
You can come here once in a while to enjoy terrace restaurant with family or partner!
There is a candle light dinner and small selfie booth too.",,,,,,,,,
5,Best place to hangout with family and view thou best and the food is amazing must visit once ❤,,,,,,,,,
5,Food quality is very good. Fresh and tasty. Staff behaviour and service also nicely done.,,,,,,,,,
5,What a amazing service and great gesture  by Level 5 team. Food was so delicious and service all people so kind! I never had best experience anywhere else in Surat city. Specially thanks to Gaurav sir. He did fantastic job By what exctly I want. Thanks to level 5 and all team member to do such amazing job. I can tells everyone to go there and get same experience which I got it. Thank you Gaurav sir and your amazing team. Keep going and do your best. Appreciate and Thank you so much! ❤️🙌,,,,,,,,,
1,"I ordered paneer tikka, veg crispy, level 5 soup, pasta o prince

Only pasta o prince was only good
Panner tikka was cold and not cooked properly and panner so hard and also very watery type
Veg crispy was so much oily",,,,,,,,,
5,Very kind and graceful service and food is awesome. All staff members are so gentle and specially Rahul is very kind and supportive for choosing food with smile.,,,,,,,,,
4,Level 5 - had a great experience. You can find complete privacy during your dinner as well as they offering live Music also. Food is so testy and Delicious. QTY also enough. They also provide birthday Special suit on chargable base.,,,,,,,,,
5,The taste is Excellent and it's very good,,,,,,,,,
5,Bahot hi sandar experience,,,,,,,,,
5,"Ambience, atmosphere, food, service (Sachin served us) everything was superb, had a wonderful experience, Thankyou.",,,,,,,,,
1,We were treated poorly here. They asked to keep waiting in backyard of parking where there was no body except us. It was very uncomfortable wait there. Initially they said it would be 5 mins of wait and then it became 30 mins. many customers visiting after us could enter but they kept us waiting. No proper management. I hope they improve over time.,,,,,,,,,
1,Worst place of i had visited..roadside thelavis better than this...,,,,,,,,,
5,The food was amazing and service is also good ...! Sachin behaves very impressive,,,,,,,,,
5,Nice food and all services 🥰🥰🥰👍👍👍,,,,,,,,,
5,"Wonderful taste and nice service... Staff was cooperative and treated us very well
At last was amazing taste ..  must visit once
Perfect family restro...",,,,,,,,,
4,It's a roof top restaurant with good food and ambience. Ideal for dinner dates as the place has a cozy spot and has also special arrangements on offer. Their is a live performance by singer on Friday's which adds to the charm.,,,,,,,,,
4,We were there for my birthday and arrangement was very nice...staff members are very humble and at ur service every minute..food and ambience best...one must try their sp.khichdi...I just love it...over all very nice experience...,,,,,,,,,
5,"It was a superb experience, everything was just perfect,food is so tasty, ambiance is beautiful,staff is very good.It's my husband Birthday n the decoration was outstanding.must visit.
Thank you Level 5 for making our day so special",,,,,,,,,
1,"If I can give zero, I would have given that. Food is not so good as much they charged. When I placed an order and requested to make it non-spicy. To my surprise they said they can only serve one curry non- spicy and I don't have choice. I didn't like the ambience as well. We were sweating.",,,,,,,,,
5,"Very good and delicious food and very good staff, co operative  and polite staff",,,,,,,,,
5,Service and food was good,,,,,,,,,
