rating,review
5,"Went there by booking a solo seat for me.
For people who drink, they have amazing draught beers.
I had a veggie lover pizza.
I carried the remaining pizza with me.
The dough and vegetables were fresh.
The staff was friendly and I was delighted to meet Stanley and Sandeep who made my experience fun and suggested good drinks and starters. 🙂
Thank you for a worthy experience."
1,"Frankly the portions are not worth the price.

Ambience - It's located in duct area of commercial complex with toilet windows surrounding you.

We ordered Chicken Bao , Dimsums and Khaw suey but the taste was average and not worth the price."
1,"Was sold very stale rasmalai and  Kalakand today morning.
Their quality has dropped terribly since the last time I visited.

Please be very careful...they are selling old stale food... which can cause you bad stomach infection.

Sadly...I had to throw what I bought."
2,"Bad quality snacks , fried or prepared in old oil where on opening the snack you can smell the old oil , bought mixed nuts also , was stale .
I bought an assortment of snacks to bring home ( abroad ) was disappointed and threw most away ."
1,Always an unpleasant experience at the Colaba Camy. Surly shop attendants who treat a customer as an interruption to their placid life. Go to the Gowalia Tank Camy if possible. It's best to steer clear of the Colaba lazy staff.
5,"Amazing place to get fresh snacks and sweets. It has become my favorite place to go, almost regularly. Breads and gujarati snacks are very fresh and tasty. Potato wafers are amazing and the oil used is also very good."
5,Chips always rely on camy they are too good
4,"I chose The J because I had tried their fries once (Andheri center) and really liked them. I went at around 9pm-9:30pm. They had no burgers left, hence I was left with only the fries, drinks and onion rings options. The drinks and onion rings were too common hence I didn't choose it.

The Schezwan Cheese Fries and Nacho fries I ordered were really good. Took around 10-15 min to get my order.

What I didn't like is that they do not have any place/station for sanitising/washing hands before eating. Also they barely have a seating capacity for around 9 people and 3 tables. Once occupied the only option you have is to stand.

Regardless, the food is good, if the burgers were available I would have included information about it too."
5,"The J's at churchgate is truly a vibes by itself, tucked right beside the alleyway of a building, the unique presence gives a nostalgic feeling of temptation just from the smell of hot fries when you come near it. The selection on the menu makes you wonder if anything is gonna be missed by selecting one thing, ending up selecting half the menu. The sitting arrangement is wonderful with a wall of notes and a corner for stray pets that takes your heart. Just a wonderful place to be at. Keep it up team!"
4,"Good fries, decent place.
I visited it once when I was there at the star bazaar which is in front of this. The fries were good though the inside of store/kitchen looked a bit shabby, something that can be worked upon."
5,The best place to have fries. This place brought the concept of fries topped up with sauces and toppings. Since then they have many competition in the market but no one comes even near them when it comes to serving quality. Fries are perfectly cooked and sauces are tasty as well. They also have tasty shakes and now they have started burgers as well.
4,"This place is famous for its fries n trust me they are super delicious, they also offers you a heart shaped note to stick ok their wall with a written note, it's not a very spacious place, has a very small sitting with high chairs, their serving style is unique  it's a self-service place. They serve halal food. Chipotle fries n Magic fries are must, do give them a try u won't regret 😋"
5,"I can not write disadvantage. Got table immediately, waiter came and served us within 10 min with our order. Prices are normal, food had good taste. We tried gulab jamun (pic with 2 dumplings). Sweet dessert. I updated the menu."
5,"Situated near the famous flora fountain and Bombay High Court. It is a good place for having your meal with a couple of drinks. Sitting for family is at first floor. Good and courteous staffs. The food was really tasty. Avoid going there between 1 to 3 pm, being the lunch time of high court, you may hardly get any place to sit."
1,"I’ve been a regular customer at this place and frequently order food, especially since I work nearby. Unfortunately, the service has really gone downhill. I recently asked for a delivery just a 2-minute walk from the restaurant and was told they couldn’t do it because the new staff aren’t familiar with the area. It’s disappointing, especially in 2025, that staff can’t ask for a simple landmark or use Google Maps. My address is right next to a well known restaurant, yet the person on the phone still refused. It’s hard to understand how staff can be hired without basic problem solving or communication skills. Sadly, I won’t be returning."
4,"Wish I could give them 5 stars for the food and service, but the entire bathroom area on the 1st floor smells like cigarette smoke.

Leave it to the bars to have some pretty amazing food. Everything we had here was delicious. They even had karari roti and sitafel ice cream! Service was stellar as well. Food took some time to arrive but the waiters kept us informed without us asking and rountinely came by to check on us. They did not linger around and just stare either.

If they could get people to smoke elsewhere, this would easily be a 5 star restaurant."
4,"Our go-to quarter bar in the Fort area and a popular one too! We arrived early and the place filled up quickly. There was a queue when we left. The food here is very good - we had unda bhurji, chicken crispy, chicken chilli, mandeli fry and chana garlic. A great nite out with friends"
5,"You can find unique indian sweets, classic sweets as well as pastries there either to eat on spot or tale away.  We were baffled by the quality and the deliciousness of the sweets.  They do not use too much sugar and the taste is very fresh.  You also have a large variety of pastries and samoosas to go along with your chai.  They are helpful to explain you the ingredients and help you choose.  Price is also very good.  You just chooses your sweets, pastries and they will give you tickets to pay at the cashier.  They sell most sweets by kg."
5,It was a pure luck finding this place while walking the market. It is clean and sweets taste good. Many varieties to choose from. Many employees to help u with your needs. Good place to go to sweeten your visit to Colaba market.
1,"I had the most terrible experience at
Colaba Sweet Mart. The staff was
incredibly impolite and uncooperative.
Their bad service made the whole
experience even worse. I would not
recommend this place to anyone. Avoid it
at all costs! 😡😡😡😡😡"
5,Its an authentic sweet shop with verities of good quality and tasty Indian sweets and snacks. Home delivery and take away services available. Accept all debit and credit card payments. Neat and hygienic shop. Good service and nice staffs. Easily accessible from the main road. No separate parking is available.
1,"Pathetic behaviour of the cash counter guy & owner,they don’t respect customers,they have in juice glasses take away for gulab jamun & radmalai consisting qty of 20 each,very rude & disrespectful behaviour"
5,"Discover a culinary gem where East meets West at Joss Chinoise. The name itself is a nod to cultural fusion: ""Joss"" refers to a Chinese deity, while ""Chinoise"" echoes the 18th-century European style that drew inspiration from Chinese motifs. This blend of spiritual, stylistic, and cultural elements sets the stage for a dining experience that transcends mere taste to embrace a rich tapestry of history, art, and design.

At the helm is Chef Farrokh Khambata, whose visionary approach brings to life a menu that's not only authentically Chinese in its culinary excellence but also a celebration of global cultural appreciation. Dining at Joss Chinoise is an immersive journey, seamlessly blending historical richness, artistic beauty, and exquisite flavors.

Whether you're a connoisseur of fine dining, a lover of cultural fusion, or simply in search of an exceptional meal, Joss Chinoise promises an experience that's both impeccable and unforgettable. #FineDining #CulturalFusion #JossChinoise"
5,
4,
1,"Very bad food gets in this hotel please do not visit
I Miss Ruth had visited this Udipi Hotel I had ordered fried rice the rice was burnt and it was smelling disgusting and that's how we told the waiter the rice is smelling. Didn't even replying the coustomer he took the fried rice n brought the fresh one when he brought the fresh fried rice there was a hair in it
And the waiter is saying to me please wait don't cancel the order after that the one who cooked the fried rice he came and started arguing with me saying it may be yours hair I told him the hair is inside the rice then I said please stop it. please don't argue like this if it's your mistake accept it And then the owner came to us n not even said a word 😡

Felt very disappointed even the owner of the hotel did not say a sorry

Worst Hotel ever in Mumbai

The cook doesn't know to talk with the customer"
3,I found this place to be just okay. We ordered a masala dosa and vegetables​ cheese grill sandwich. It took some time to come but sandwich was good. I expected something more from the dosa though. It was just okay in taste. Sambhar was lil less spicy but chutney was covering for it. I would service on  moderate level and overall experience also okay.
3,veg restaurant in fort horniman circle. Nothing  so special about taste. Prices are little less compared to surrounding restaurants.  Pulao is not really good. It tastes something oily or may be vanaspati is used. Tea is ok. Even misal and pavbhaji also can be tried.
1,"Order was delayed. The food is pathetic, you can't even rate how pathetic. Mix Veg navratna had orange in it that spoiled the taste of whole dish. The only thing good was chapati. The chikoo milkshake was a complete disaster. Even if you're very hungry, it's highly likely that you may not like the food. Not a good restaurant for an explorer or a foodie."
5,"Best South Indian food, you get food for free if you know the owner."
1,"I was highly dissatisfied and DISSAPONTED with the experience at Leopold cafe. Upon searching online and confirming with the manager over a call for a pet friendly care they asked me bring my pet only to be told that they allow ONLY 1 table for pets  which is near the entrance of the cafe with NO AIR CONDITIONER. We were made to sit in the sweltering heat.

IT IS A VERY WRONG INFO TO GIVE IT AND SAY IS A PET FRIENDLY Cafe.

The overall ambience is very dissapointing and has to AC for the guests.

The quality of the food is not too good as well.

GO AT UR OWN RISK"
4,"Foreigners love hanging out here. I saw a group of english men & women having a great evening after their work. Hard to find a place. I had to wait for a couple of minutes, It's one of the most iconic and crowded cafes in the world.  Food was good as usual. The ambience is just like the way it has to be, old school! The menu is over priced for the locals. No parking!!"
3,"This place is so hyped.

I told the waiter that salt is very less in chicken lollipop.

His answer was "" We put less salt on purpose so that everyone is satisfied.""

Dear Leopold cafe, Please I understand how much salt is more or less.

Please train your staff to be more professional and not to give arrogant answers.

I recommend visiting only for a while to enjoy the ambience and quick bite.

Many different options for better food."
5,"Yesterday I visited Colaba Mumbai ,the oldest Cafe Leopold Cafe and became a part of History .
What an ambiance ,it was amazing ,People were sitting dining together and enjoying their food .
I too order some food ,the Fish and chips ,Tikka masala Sandwich and beer .

To Ambiance it's 5/5.
Service is 5/5 .
Food 4.5/5 ."
2,"If you’re like OMG! I have heard a lot about this place, it must be a really good place, blah blah blah.

Then please don’t dine in. It is a very congested
place with no proper dinner experience even after you pay a good amount. The place I was asked to sit didn’t have enough place to even keep two plates, the cutlery was kept on the window.

Food is literally just basic that you would expect from any common pasta place.

Visit if you just wanna have decent food, and not because of the hype."
4,"A Very Old Restaurant, just behind Taj Mahal Palace Hotel in Mumbai.
It offers a variety of Delicious Mughlai food, few in vegetarian but that is also worth every penny.
I had Mushroom Masala with 2 Chapati and Vegetable Biryani with Butter Milk."
5,Cheap and lovely food taste simply awesome 👌 try chicken  lolipop chatpata
5,"One of the affordable and nice restaurants!
I tested MURG MUSSALAM there! And it was just perfect! Not too spicy😃
I loved it!
Do try out! 😋"
5,Nice food with reasonable prices. Mutton dishes are very delicious
5,"Real local restaurant. The food is extremely delicious and super cheap. It might seem like a tourist trap, but I would say it's not; there are many locals eating."
2,"Alert.🚨‼️🔔
This place is very unhygienic. They give Panner Masala toast Sandwich for ₹140 in which they just put red chilli power and paneer bread not tosted properly as you can see in the picture! It’s blunt. Tea is full of sweetness after Yevle Chai. 😣 Overall it’s a NO to even grab and go.
CAN I PUT IN RECOMMENDATION - NON?
You can do farrr better Milan. Put Work. :)"
4,"Famous eatery amongst Mumbai's lawyer community and stock market traders. Located just next lane to the Bombay stock exchange and opposite of the Mumbai high court.  During breakfast finding a seat is very difficult as most of the tables are occupied by lawyers and their clients and associates. The food is very good in taste. Upma and sheera along with dosa are flying through the kitchen every 2 minutes during rush hrs. We tried upma , sheera and Puri bhaji. The signature dish here is sheera. Super tasty."
3,"Tried their cheese rawa dosa and idli sambar i was bit excited with their South Indian menu but the taste was just average with both sambar and chutney, instead of regular coconut chutney they serve orange color chutney i think which is made of gun powder."
1,"I ordered dal khichadi ...
But this is not dal khichadi this is dal mix with rice. No tadka no garlic nothing in this ..."
3,"Not giving detailed reviews as the place isn't worth the detailed review.
Ok ok food, nothing special.
Avoid going if craving for a good snack."
5,"I recently dined at The Mumbai Masala Restaurant in Mumbai and really enjoyed it. The food was flavorful, especially the North Indian dishes, and the menu had a good variety. The service was quick, and the staff was polite and attentive. The ambiance was cozy, making it a great spot for both casual meals and family outings. Overall, a solid choice if you're looking for good food and a comfortable dining experience in Mumbai!
One should definitely visit this place for awesome food and great ambiance!"
1,"Looks nothing like the pictures. The menu changes throughout the day with various sections ending at different times. There is no toilet for customers to use and only a sink to wash hands.
The food is inexpensive and reflects the quality and service.
We were brought the wrong food and it was not communicated well what the problem was and could have resulted in allergic reactions. This was not handled well by the staff."
4,"Small restaurant for decent vegetarian food. The rates are reasonable. I have tried food here couple of times. The main course and sandwich were very average in taste, however, the mix pakoda was good. Service was good and fast. The staff are polite and friendly. Parking is difficult to find in this area."
4,"Mumbai Masala is a new cozy Vegetarian restaurant in Narayanguda.
When you enter the place you witness fancy lightning column, sleek orange interiors which creates the fun, joy and playfulness atmosphere. Orange is a great colour choice because it stimulates the appetite and also encourages social interaction. Being foodaholic, I like everything from street food, fast food joints to cafe's and regular restaurants. This place is serving varity of cuisines with finest quality taste which makes this place interesting. If you wanna have thalis, proper north Indian and south indian food or any quick bites head here if you find yourself around. Each section on the menu has the timings written for when the dishes are available. Starting off with mocktails tried blue lagoon and Virgin mojito which were okay. Also, tried sweet Lassi and Oreo Milkshake according to me milkshake needs little improvisation.
Moving on to the appetizers section tried Crunchy manchurian dry which was spicy, crisp faultlessly tossed tasted great. Crispy Corn makes a ideal starter for veg's and it was palatable.
Chinese Bhel: This is my all time favourite chat which is made with fried noodles perked up with crunchy vegetables which was so appetizing.
Italian Paniyaram: This balls were made with green's and others veggies coated with breadcrumbs and deep fried topped with cheese.
Rumali Masala Papad topped with Indian chopped masala, lime, coriander and finely chopped fresh veggies. Nachos were served with cheese and bean's were flawless.
Vol-au-vents: It's a puff pastry stuffed with corn delivered maximum flavour when paired with cheese.
Vada Pav Dabeli Combo name itself says it's a combination snack the pav has both dabeli and vada pav flavour
Mumbai Masala Pizza: The pizza was quite good with a desi twist and loaded with lots of veggies, paneer and cheese.
Masala Garlic bread: Desi garlic bread tasted good and was having the perfect amount of the cheese and veggies added to it.
Pav Bhaji: It was served piping hot with flavourful bhaji
Moving to the much anticipated main course Mumbai Masala didn't disappoint one little bit. Veg Chatpat and Paneer Toofani were the curries of the day which were very well enjoyed with the hot, fluffy and soft breads. Paneer Toofani was having to kinds of curries half of the curry tasted like butter paneer masala and the other half tasted like palak paneer which was served in cabbage leaf. Coming to breads tried Lachha paratha, Kashmiri paratha, Lal mirch ka Paratha, kothmir butter naan, Chilli garlic naan, Masala kulcha, Kothmir butter roti and butter naan. Tried combination fried rice which was served with wet manchurian with an awesome presentation. Lastly, from the main course tried veg dum biryani which was soulful.
As, for desserts they don't have elaborate menu. Tried moong dal ka halwa set to perfection with drizzle of dry fruits. Sundae icecream was also good.
The service staff was pleasingly hospitable making sure there was never ever a moment where the diner's are waiting with empty plates.
Overall Taste:4/5
Service:5/5
Presentation:5/5"
5,This is one of the best restaurant I have ever visited and you can too make your day by coming here.
5,Higher End Embroidered FABRICS
4,Best place peaceful and enjoyable
5,
3,
5,"I had puri chole and lassi here. And going by the name it didn't disappoint.
Authentic taste for chole and Lassi that had to be eaten with spoon, not diluted by excess sugar with dollop of makkhan on top...
Loved it..."
5,"""I had a very good experience, indulging in delicious vegetarian Indian food! The standout dish was undoubtedly the Choley Bhatura - crispy, fluffy bhatura paired perfectly with a flavorful and spicy choley.
Not oily yet full of flavour and use of spices showed it's something they are very good with.
I appreciated the minimal oil usage and fresh ingredients used throughout the meal. The attentive service and cozy ambiance added to the charm. Whether you're a vegetarian foodie or just seeking authentic Indian flavors, is a must-visit. 5/5 stars for food quality, service, and value! Highly recommended for veggie lovers."""
4,"Ok kind of place. I have some legacy food from North India. Sales are brisk but overall this place needs a lot of care and maintenance because if you are making people sit and eat, you cannot convert the sitting area into a storage, atleast not in Mumbai."
1,"Here's a possible review based on the points:

*1 star review*

""Disappointing experience at Panjabi Moti Halwai. Service was slow and inattentive, staff seemed uninterested in attending to customers. Food was average, nothing special. Owner and servers lacked enthusiasm, making the overall experience unpleasant. Not recommended.""

Or, in a shorter format:

*1 star review*

""Average food, poor service. Staff seemed disinterested, owner didn't care. Unattentive and unpleasant experience. Not worth visiting."""
5,"When u r in Fort area ur feet can't stop u from going into this restaurant... It has more than 70 Years Legacy serving best Punjabi food in town with good quality oil & reasonable price.

Definite try here is Dal Pakwan, Samosa & Pattice Chhole, Chhole Bhature or Puri, Aaloo Paratha & Special Lassi.
Staff here is very courteous, helping u in giving each product accurate info. Place is neat & clean.

In short 100% try this if u r true foodie to get satisfactory taste."
4,"Good, cozy place for a seafood meal. The Mangalorean and Konkani dishes are authentic and full of flavor. Quick service and a family-friendly dining vibe make it a nice spot for casual outings. The seafood is fresh and really tasty. Ambiance is decent — nothing fancy, but comfortable. Definitely worth visiting if you enjoy coastal cuisine!"
4,"Located across two floors this 35 year old restaurant serves very good sea food at reasonable prices. Menu is large innovative and well representing southern India. Hygiene and cleanliness is well attended. Service is helpful, courteous and professional. Asian kitchen closes at 4PM, restricting the options. Only upper floor section was open for dining where movement is a bit difficult given all those overhead structures."
5,"Just experienced a fantastic meal at the iconic Bharat Excellensea, a 35-year-old gem in Mumbai's Ballard Estate! The restaurant has been recently revamped, and the ambiance is now even more inviting. But the real star is the food!

As a self-proclaimed seafood addict, I was in heaven. I sampled a wide range of dishes, each bursting with flavor and freshness.

The Tom Kha Soup was a fragrant and comforting start. The Prawns Butter Garlic were perfectly cooked and incredibly flavorful. The *Yellow Chili Prawns  packed a delicious spicy punch. The Surmai Masala Fry was a classic done exceptionally well. The Thalasseri Clams were a fiery delight, showcasing the flavors of Kerala. The Rawas Gassi was a rich and creamy Mangalorean-style curry. The Neer Dosa and Appam were the perfect accompaniments to soak up the delicious gravies.

But the real surprise was the Sitaphal Tricones Holige! This innovative dessert was a delightful fusion of Indian and modern flavors. A must-try!

Overall:
Bharat Excellensea is a must-visit for any seafood lover in Mumbai. The restaurant offers a wide variety of fresh, flavorful dishes with influences from across India's coastal regions. The recent revamp has enhanced the dining experience, making it a perfect spot for a special occasion or a memorable meal. Highly recommended!"
4,"We had the seafood thali , taste was great had clamps, squid and prawns , one neer dosa , and boiled rice , it was all filling and we liked it however for the cost would  expect minimum two neer dosa in one plate and little  more curry , we order more just to feel complete thali . the buttermilk was sad .Best part was the mouth freshener given in the end  , was great overall experience."
5,"Really enjoyed our dinner on Saturday. The service was friendly and attentive. The best though was the food, delicious seafood selections expertly cheffed. Thoroughly recommend.

We didn’t scrimp on what we selected, and everything was very fresh and tasty.

It was quiet - but explained afterwards to us that because it’s in the business area busy times are during the week rather than weekend."
4,"The ambience was cozy and vintage we liked the low key vibe it was comfortable.
The food was good too, our server akash ubale was courteous and served us well.

Chef Sandeep was sweet enough to enquire us about food and experience and was friendly we liked the gesture.

However, we dint really like the approach of Captain Mahesh Sharma, we felt his attitude was a bit off towards us.
His body language was unfriendly and it made us feel unwanted at the place.

The management should take note of the above mentioned."
3,Service was ok but food was very disappointing. The paneer tikka was so rubbery and cottage cheese steak was stale. The only nice dishes were Reshmj Murg Tikka and Lobster Thermidor. The restaurant had such a lovely reputation before . If you see the menu on Zomato it is very  Elaborate but when we reached it was a very small menu with limited dishes.
2,"I came with my family to celebrate my results, expecting this was a good hotel. However, the AC was not working. We were recommended to have the pink sauce spaghetti which is apparently their speciality. That was completely average and not upto the mark. For main course, the quantity of the food is very less and the prices are all hiked up. Overall, very average experience, would not come again !!
Expected better service !"
5,"A perfect place for evening date with your beau and a perfect blend of food and ambiance made the evening even more special. The food was lovely and the desserts added more sweetness to my evening. The food was delicious and delicately made with the essence of great flavours and the service added perfection even more. We had a oriental form of cuisine Chinese base and sweet corn soup, frozen litchees and chocolate pastry for the dessert and ginger base and guava base mocktail to accompany. Lovely evening. Hoping to visit here soon."
5,Its a nice serene place with old world charm. The food is excellent. The service is good. We were served by Mahendra and Aakash and both were very prompt and great in their work.
5,"Very close to the churchgate train station. The restaurant has a feel of nostalgic setup and they maintain the standards for food and service.
I ordered Saboothana vada, a samosa and a cup of chai. All these were good, nominal usage of oil in the dishes i have been served. The cost is also nominal, a nice place to try the Mumbai recipes."
4,"This place is very close to churchgate station & a very reasonable place to sit & eat.
The Misal Pav is extremely spicy, if you can't deal with spice please don't have that. I also have Deluxe Thali which was good & reasonable. Their Sheera is very good & Sabudana. Pav Bhaji is okay but good for the price they charge. A very decent, clean place. Puri Bhaji is also average"
5,"I recently discovered this café while working on my photography project at Church Gate railway station. The food tastes great, and the place has an old café vibe. The staff is very polite. I didn't know they only accepted cash. After finishing my meal, I asked to pay via UPI, but they informed me that they only accept cash, and I didn't have any on me. They kindly told me it was okay and that I didn't need to pay. However, I returned to the café later to settle my bill. The next day, I came back and had Podi idli."
5,It was a great experience being here. I took delux thali n food was amazing best part was it was not at all spicy.
4,"Bharat Café, located near Churchgate in Mumbai, is known for its simple, South Indian vegetarian fare. Here’s a summary of average comments from customers:

Food: The dosas, idlis, and vadas are popular. Many customers praise the authentic South Indian flavors. The filter coffee is also well-liked.

Price: Reasonable pricing, making it a good option for budget-friendly meals.

Ambience: Basic and no-frills. Not fancy but functional, with fast service.

Service: Efficient, though not particularly warm. It’s more about quick service than a cozy dining experience.

Overall, it's often described as a convenient spot for a quick, affordable meal, especially for South Indian food lovers."
4,"I recently visited Subh Sagar Pure Veg Restaurant and tried their Rawa Masala Dosa. The taste was really good, with a crispy texture and well-balanced flavors in the masala filling. The chutneys and sambar complemented the dish perfectly.

The ambience of the restaurant is soothing, making it a comfortable place to enjoy a meal. The environment is clean and well-maintained, adding to the overall dining experience. Located on the left side towards the Gateway of Mumbai, it’s a convenient spot for a quick and tasty meal.

Overall, a great place for South Indian food lovers. Definitely worth a visit!"
5,"I recently visited Subh Sagar Restaurant in Colaba, Mumbai, and had a delightful experience. Their menu offers a unique array of dishes that are both flavorful and well-prepared. The hospitality stood out, with the staff being incredibly attentive and friendly. A highlight of the visit was the chocolate brownie—rich, decadent, and an absolute must-try. Subh Sagar is a fantastic spot for anyone looking to enjoy great food and excellent service in Colaba."
4,"Shubh Sagar is an air-conditioned restaurant offering a diverse menu with Punjabi, South Indian, Pav Bhaji, and more. Everything available in vegetarian and Jain.
The nachos with salsa are a standout, as is the Pav Bhaji. The dosa and idli are also excellent, showcasing authentic flavors. The Hakka noodles are a delightful option as well. The pizza, while tasty, has a distinct 'desi' twist, which may not appeal to everyone, but it's worth trying if you're looking for something unique"
3,"Excellent service , the taste of the food is bit okaay .
We ordered 3 dishes .
Sandwich 2/5
Sandwich had boiled potatoes inside it which not at all taste good and there was no sauces just vegetables placed inside bread.
Dosa 3/5
French fries - 4/5
The seating arrangement is good .
It has variety of food , but what we ordered was not so good , not so bad ."
5,I had Panner koliwada which was for ₹300 it was tasty and moderate spicy. Masala papad is must try (₹60). Later on we tried strawberry shake which costed ₹185 it was moderate Next thing was masala chaas ₹60 good taste. Also the butter rooti was too expensive ₹50 each. Lastly for dessert we had ₹125 caramel custard. It was good with pista and nuts.
1,"Dear people!! This is one of the oldest restaurant and juice centre near Bomaby hospital Marines lines and I had been visiting this place from last more than 20years.. Over the time it has degraded the quality of food and juices and also the hygeine level is very poor. The cooks and people making jucice sandwitches are not following basic cleanliness and hygiene and they charge very costly for all items on name of being oldest restaurant. The cooks doesnt even wear basic gloves at time of any preparations of juice, pab bhaji or sandwitches. They use dirty hands and clothes in cooking area. I strictly advise not to buy any stuffs for patient admitted in hospital as the quality and hygiene issues can lead to severe other health problems for patients admitted in hospital."
2,"The place is located just next to Bombay hospital. They have such a strict ""no outside food"" policy they didn't even allow a patient to have his tiffin even though the other family member ordered from the restaurant. The staff also behaved rudely."
5,"I visited this place yesterday with my family, I loved the new look and fresh menu with some exciting varieties of Juices and Milkshakes. Have been visiting this place for the last 20 Years, excellent Food and Ambience. Must visit, One of the Best Places for Juices and Fast Food in SOBO...."
4,We got ice cream.All the given options are not available in Menu.Service was good
5,Delicious Fresh Juice and Milkshake. Cool environment and fast service. Located opp Liberty Cinema.
4,"Indian and Asian restaurant have all the delicious food and the taste is very delicious and the price is suitable for everyone. We have ordered several options including chicken biryani, butter chicken, fried shrimp and Nan bread I advise you to visit him because he deserves it and its price is reasonable."
4,"Sahibaan is a popular restaurant located in Colaba. The food here is simply amazing. Although the prices are a little on the higher side, it's totally worth the taste and quantity offered. The ambience is good. They have good music playing in the background to keep up the vibe in the restaurant while eating. A place you can visit with your friends for lunch or dinner dates."
5,"One of the best places in Mumbai for Chinese food. Really good quality and their delicacies are amazing. Atmosphere is great too. Not too bright and some level of fencing between each table section to give you some comfort and separation from other guests. Service is great too. I love their chicken wings, it's spicy and tender."
3,"Certain dishes in this restaurant are certainly good like their pot rice, hoisin chicken. But the food is certainly over priced here and the restaurant is not very clean too. I found a dead cockroach outside the washroom. It's better to order in food from here rather than to visit the restaurant and sit and eat. Also their chicken momos were disapppointing. The Prasumma frozen momos are better. But the service of the staff here was good. The staff was helpful towards my mother who couldn't walk."
1,"So we recently went to this restaurant in the evening.The resturant wasn't that busy and we could peacefully enjoy our food.

Sahibaan Oriental and Indian Resturant is a restaurant located in the heart of Colaba. It is a popular one for both locals and tourists.

The food is consistently good, with dishes that are flavorful. Portion sizes are generous, and the presentation is also appealing.

I would not recommend the sizzling Ice cream brownie from here,it was rather too hot and the brownie was not up to the mark.

The service staff were attentive and professional.
If you are looking for a special occasion restaurant in Mumbai, Then this is an good option.

Note:-As the serving portion of our spring roll was large we asked the waiter to pack it up,but forgot to pick it up when paying the bill.Please do not do this mistake as we did. If anyone wishes to parcel the food they didn't finish,remind them during bill payment.

Here is the list of food we ordered:-
Chicken Spring Roll
Chicken Lollipop
Pot Noodles
Sizzling Ice Cream Brownie

Overall, I would highly recommend The Sahibaan Oriental and Indian Resturant to anyone looking for a great dining experience in Colaba. It is a bit on the expensive side, but the quality of the food, service, and atmosphere is worth it.

Second time went there on 15 August 2024 suffered from severe food poisoning. Never going back here."
4,I really loved the vibe of this place. It was jam packed. I ordered a stone oven Garden fresh veg pizza and a chicago style meat pie. The veg pizza was good with a lot of veggies and very cheesy. The meat pie was piled high with bacon and pepperoni. The pizza sauce was a bit too sweet for me otherwise it was really good. If the sauce was on point then the rating would have been 5.
5,"I'm obsessed with this spot! It's my go-to destination, and for good reason. Every time I try something new, I discover another comfort food favorite. Whenever I'm at Marine Drive, I always end up here, because their mouthwatering, delicious food is irresistible. The service is consistently amazing, and it's become a staple for me - I've lost count of how many times I've visited! Whether I'm with friends, family, or flying solo, this place always delivers. Plus, they have a great selection of games, making it the perfect spot to hang out and enjoy incredible food. Highly recommend!"
4,"What an amazing place to visit with your loved ones and create unforgettable memories! With cozy corners filled with books, fun games to enjoy, and absolutely delicious food paired with excellent service, this place truly stole my heart. Whether you're looking for a relaxing afternoon or a fun-filled evening, it has something for everyone. A perfect blend of comfort, entertainment, and great hospitality!"
5,"Went to Mockingbird Cafe Bar in Mumbai on a Saturday night for dinner and loved it! The pumpkin fenugreek soup was cozy, blending sweet and earthy flavors perfectly. The French fries were crispy and addictive, while the harvest pizza was fresh and delicious with a spot-on crust. The vibe was warm, and board games added a fun twist for hanging out. Service was friendly and attentive, though it slowed a bit as the crowd grew. At ₹1200 for two, the quality and portions felt like a steal. I’m excited to return for more tasty food and games!"
4,"Good place to dine. Happy with the food, Portions could have been better. No parking available"
3,"Wok Express, food taste and quality is not an issue but this restaurant needs serious makeover.
I visited it recently as I like their food.
It is situated on the prime location and easily noticed.
The Air conditioning was not working and it was very hot and humid inside, all people were sweating hence on request they kept main door open. Their kitchen is inside which increases heat inside.
Ambience is not good and it feels like you are sitting in basement parking.
Service is slow. It took more than 15 minutes to get my order. Drinking water was not cold.
They didn't have ice hence they were unable to serve us drinks. Can it be an excuse.....!
Food taste and quality is good.
Visit it only if you don't want air conditioning and you are ready to wait for a long time till you get an order."
4,"Space is small however the taste of food was good. It's near marine lines. The Ambience was decent with Fans on, AC wasn't on. We visited during dine out offer where we got 50% off offer"
4,"Delectable food offered to its visitors and a decent variety of Indo Chinese meals to sate your belly, it is a good experience should you visit Churchgate.

The place is well maintained and has an affluent vibe going for it, encouraging anyone to soak in what appears to be pleasant ambience. It is easy to enjoy the place with the quality of food that you would eventually end up buying. It takes roughly 500-600 rupees to get a good meal for 2-3 people, which is suitable enough.

I have rated it four stars since the delivery was rather slow and the experience wasn't costumer centric even at 3 pm on a Tuesday. Adding onto this, they used a lot more oil than they should have and to compensate for lack of chicken/soya chunks they overdid veggies."
2,"Okay so had another visit to this place yesterday.
They personally guided us, the waiting time period needs to be moderated more to attract the customers.
This time we had the same Menu once more and this was it♥️. I found it up to the point as I was expecting with Wok Express, the quality was good , including the TASTE of every particular item .
I am happy with the food as the meal had a good amount of taste as it is mentioned in the Menu , right ingredients was added on it not as my last experience.
Suggestion will be to improve Choco Lava a little
Rest I found it good and helpful."
1,"I have been there today... There is no hygienic and cleaninngness maintenance by staff they are very rude  and taste is third class and I feel it's totally waist of money. I suggest do not visit this place ever if you want to go for taste n budget friendly food , ambience."
